comment,PE,EE,SI,FC
"wooow ",0,0,0,0
"ko punya saya tidak menjadi bahasa indonesia ya",0,0,0,0
"ko gw bikin hasilnye gada suaranye dah",0,0,0,0
"yamg ditakutkan terjadi juga.",0,0,0,0
"veo3 nya udh tidak bisa bang. veo2 aja yang bisa",0,0,0,0
"memang udah diblok bang",0,0,0,0
"takut kiamat",0,0,0,0
"��",0,0,0,0
"keren ya kok bs konsisten ya mbaknya?",0,0,0,0
"koneksi internet harus stabil biar tidak gagal terus. gokil",0,0,0,0
"mau buat apapun lu bebas dari ai manapun yang penting berlangganan pro dulu ",0,0,0,0
"ketawanya",0,0,0,0
"iya sayang",0,0,0,0
"kok tidak ada suara bg",0,0,0,0
"ilmu bermanfaat,channel mantab,langsung subs. kok bisa langsung muncul promt versi optimasi (6.30) dan langsung copy,harus menambahkan perintah apa? terimakasih bang...",2,0,0,0
"viral di tiktok mangkanya nyobain,ternyata emang keren. menu-menunya membingungkan,banyak iklan ganggu.",0,0,0,0
"cara bedain antara aing dan yang nyata itu lihat saja dr background",0,0,0,0
"yang bagian mana,krn disini saya menggunakan dua website soalnya?",0,0,0,0
"terimakasih bang tutor nya,moga berkah ilmu nya bg,amal jariyah buat abang",0,0,0,0
"instalasi vpn-nya bikin pusing tujuh keliling. sayang banget harus pake vpn baru bisa akses.",0,0,0,0
"amazing bro",0,0,5,0
"simpel dan elegan,navigasinya enak dipandang. support-nya oke,ada panduan lengkap di websitenya. anjir",0,1,0,0
"cara buatnya gmn ka",0,0,0,0
"sama,ah tapi udah telat banget juga,mana tidak punya punya laptop sedih sekali hidupku",0,0,0,2
"ngeri hasilnya mantap bg di tunggu buat promptnya ",0,0,0,0
"jadi mikir mikir lagi mau buat video pake muka (lagi). ",0,0,0,0
"wkwk",0,0,0,0
"peran orang tergantikan",0,0,0,0
"buatkan watermark menjadi animasi bang",0,0,0,0
"​ bedanya apaa",0,0,0,0
sedangkan yang pake tanpa ijin bukan tuannya.,0,0,0,0
"tapi ini asli ya guys,buat becandaan aja,ini real bukan ai",0,0,0,0
"hp kentang saya tidak kuat jalanin aplikasi ini. temen-temen kantor udah pada pake,masa saya nggak.",0,0,0,0
"apa sih maksudnya tidak paham sya",0,0,0,0
"request majapahit vs kesultanan demak",0,0,0,0
"tidak guna,malah bikin kerjaan makin numpuk. dosen saya nyaranin pake ini buat riset. no debat",0,0,0,0
"angkat aku jadi muridmu bang",0,0,0,0
"bjir kalo gini buat film jadi gampang banget",0,0,0,0
"udah download pvn,tapi kenapa gemini nya kagak ada ikon/tombol videonya bg. itu gimana. mohon dong pencerahannya",0,0,0,0
"makasih ilmunya bang tapi bang bisa di permudah tidak iq saya tidak nyampe",0,0,0,0
"nah pertanyaan yang sama,apakah perlu edit tambah audio lagi? atau gimana? soalnya di video si abangnya langsung ada suara bicara nya",0,0,0,0
tutorial ini bagus seh... tapi.....,0,0,0,0
"",0,0,0,0
"hasil generate-nya oke punya,bikin kerjaan sat set. asli",0,0,0,0
"tapi itu wajahnya pake wajah siapa ya?",0,0,0,0
"tidak sesuai dgn judullll gblggg",0,0,0,0
"kok makin lama makin serem ya. takutnya dipake sama oknum buat hal yang tidak baik",0,0,0,0
"saya 4 video per 3 hari",0,0,0,0
"banyak influencer yang bahas,jadi penasaran. kuota boros banget buat generate video 10 detik doang.",0,0,0,0
"mantap bang...sukses slalu",0,0,5,0
mungkin salah di direktori nya mas. bisa tonton yang ini lebih simpel,0,0,0,0
"up",0,0,0,0
"ucapan nya kalau belum keluar harus pastikan vpn nya amerika. cek tdi pengaturan dan bantuan apakah vpn kita ud amerika",0,0,0,0
"untuk saat ini veo3 dari api key cloudskillboost emang udah ditutup bang. mudah2an sih tidak selamanya. tapi kl veo2 masih bisa",0,0,0,0
"kalau ai tuh tone warna nya keliatan beda banget",0,0,0,0
"seru min lanjut time travelnya",0,0,0,0
"alah siah",0,0,0,0
"asli mah in,klu ai tu kntra bngt bdanya",0,0,0,0
"gw tau ciri ai itu matanya",0,0,0,0
"temen-temen kantor udah pada pake,masa saya nggak. user friendly parah,pemula pasti langsung paham. no debat",0,4,0,0
"mau nanya itu mukanya apa emang ada muka orang alsi di dunia ini? muka yang di ai ini apakah muka pemilik aslinya ada?",0,0,0,0
"kak nulisnya bahasa inggris tapi ngomong nya bahasa indonesia",0,0,0,0
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. boleh lah",0,0,0,0
"failed to generate api key: permission denied. please try again. tolong kk,wkwk",0,0,0,0
"bang kenapa gw bikin tidak ada suaranya yh",0,0,0,0
"mampir kedua kalinya,ini youtuber baik hati dan tidak sombong,semua komen dibalas. angkat aku jadi muridmu,guru! sukses terus yaa",0,0,0,0
"menu-menunya membingungkan,banyak iklan ganggu.",0,0,0,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. ngebantu cari ide konten pas lagi mampet.",0,0,5,2
"ada yang sama tidak setiap liat hasil video ai kek gelisah gmn gtu",0,0,0,0
"tapi kenapa kayak suaranya tidak ada yang lembut… kayak selalu tegas",0,0,0,0
"instalasi vpn-nya bikin pusing tujuh keliling.",0,0,0,0
"ini jgn2 yang di video masyawi bukan asli,alias ai,hehehe",0,0,0,0
"ribet bener interfacenya,bingung mau klik mana.",0,4,0,0
"makin lama makin sulit bedainnya",0,0,0,0
"udah tidak work nih",0,0,0,0
"support-nya oke,ada panduan lengkap di websitenya. boleh lah",0,1,0,0
trus solisinya apa buat kami yang pemburu gratisan,0,0,0,0
"pa terima kasih untuk tutorialnya,sangat membantu sekali. makasih sekali lagi pa.",0,0,0,0
"cara agar ngomong bahasa indonesia gimana woy",0,0,0,0
"tidak ada satu kesalahan pun",0,0,0,0
"gila banget sih ini veo3,tapi sayang nya cuman bisa buat 8detik,mungkin nanti bisa lebih panjang durasi nya...",0,0,0,0
"luar biasa",0,0,5,0
"bang,untuk orang yang mau buat konten dengan karakter konsisten belom bisa ya pake veo 3? ada pilihan buat pake gambar yang udah kita siapkan biar tinggal di generate ke video apa gak?",0,0,0,0
"mirip kaka ria ricis",0,0,0,0
"liat ke tangan cewe yang ngmg",0,0,0,0
"mending jangam tutorial... meresahkan apa bila diaplikasikan kepada orang yang tidak tepat..",0,0,0,0
"subtitle ",0,0,0,0
"��",0,0,0,0
"kuota boros banget buat generate video 10 detik doang.",0,0,0,0
"halo kak,aku sudah beli google plus tapi kenapa di whisk nya tidak bisa di animasikan ya *intinya aku tidak nemu menu itu ?",0,0,0,0
"user friendly parah,pemula pasti langsung paham. koneksi internet harus stabil biar tidak gagal terus.",0,4,5,0
"ini awal mula,kalo advance kayanya bener2 bisa mirip banget deh,mungkin 2030",0,0,0,0
"hasil generate-nya oke punya,bikin kerjaan sat set. gokil",0,0,5,0
"karena bnyk yang nanya prompt bg ",0,0,0,0
"bg emg batasannya cuman 3 kali generate tiap hari yah?",0,0,0,0
"udah bang tetep tidak mau keluar dia alhasil langsung ketik aja gamake promt generator ​ ",0,0,0,0
kacau\,0,0,0,0
"zaman akhir zaman fitrah",0,0,0,0
"hehe...iya gan mohon maaf sekarang ai banyak yang udh tidak ngasih versi trialnya,ini saya buat video masih dikasih trialnya dan kemarin aku cek lagi udah tidak ada gratisnya ",0,0,0,0
"anjir ngeri banget ",0,0,0,0
"intinya tidak ada yang bisa di gantikan\nsecanggih apapun ai\nia tidak akan bekerja dengan sendirinya tanpa di program/di suruh",0,0,0,0
"langganan vo 3 berapa mas ?",0,0,0,0
"kudu diakhiri dengan ketawa apa yaaakk",0,0,0,0
"ini ai guys coba perhatikan jari si cewe yang ngomong",0,0,0,0
"bagaimana cara konsisten muka nya kak?",0,0,0,0
"cara nyoba nya gmna si",0,0,0,0
"pening kepala barbie",0,0,0,0
"tools ini ngebantu banget buat nyelesain tugas kuliah.",0,0,0,0
"apa la nasip",0,0,0,0
"bang,generate videonya di batasi per hari nya tidak ya?",0,0,0,0
"9:16 skrg blm bisa bg",0,0,0,0
"​ bisa 22 nya asalkan di browser.",0,0,0,0
1. versi ai apa yang kucoba?,0,0,0,0
"10 tahun kedepan ",0,0,0,0
"sbnr nya caranya hampir sama mas,cmn blm aku kulik lg,nanti lah aku coba dl ya",0,0,0,0
"ribet bener interfacenya,bingung mau klik mana. anjir",0,0,0,0
"iya gan kita cari suara anak kecil lom nemu jadi seadanya aja toh juga buat video contoh aja soalnya",0,0,0,0
"tapi karena udah tamplate looknya,jadi udah ketara banget bedanya ai ini. awalnya oke kerasa realnya,sekarang kerasa ai bangetnya. tapi ortu kita kemungkinan masih blm bisa bedain,jadi buat creator jangan aneh-aneh please bikin vidoenya ",0,0,0,0
"kelemahannya ai belum bisa buat jari tangan dengan sempurna",0,0,0,0
"hp kentang saya tidak kuat jalanin aplikasi ini. dosen saya nyaranin pake ini buat riset. anjir",0,0,0,0
"pake hp bisa tidak bang?",0,0,0,0
"keren bang",0,0,5,0
"user friendly parah,pemula pasti langsung paham. hasil generate-nya oke punya,bikin kerjaan sat set. no debat",0,4,0,0
"kalo tidak pro gimna cot bacot",0,0,0,0
"bukan bentar lagi mungkin klo untuk bikin film udah ada tools nya namanya ltx",0,0,0,0
"mas yawi udah coba pake google gemini cuma kok bahasa yang pake bahasa inggris ya beda sama mas yawi bahasa indonesia",0,0,0,0
"yang belajar seni dan animasi bukan lu aja",0,0,0,0
"makasih bg,salam jg dr pemula",0,0,0,0
"gw bikin ko gada suaranya yak",0,0,0,0
"bang kalau mau karakter yang kita inginkan tetap itu promntnya bagaimana bang?",0,0,0,0
"tools ini ngebantu banget buat nyelesain tugas kuliah. instalasi vpn-nya bikin pusing tujuh keliling. boleh lah",0,0,0,0
"dosen saya nyaranin pake ini buat riset. hp kentang saya tidak kuat jalanin aplikasi ini. no debat",0,0,0,0
"��",0,0,0,0
"tidak guna,malah bikin kerjaan makin numpuk. rekomendasi dari komunitas ai ini emang tidak pernah gagal. gas terus",0,0,0,0
"mas,di gemini saya tidak ada kolom video nya.. cuma ada canvas sama deep itu,gimana ya?",0,0,0,0
"​ siap bang",0,0,0,0
"coba kling bang skrg kok tidak bisa free walau akun fresh jg busy trs",0,0,0,0
"buat yng bilang asli,coba perhatiin jari\ orng yang ngomong",0,0,0,0
"kalo untuk youtube bisa monet tidak ya",0,0,0,0
"viral di tiktok mangkanya nyobain,ternyata emang keren. hasil generate-nya oke punya,bikin kerjaan sat set. no debat",5,4,5,3
"bisa pake hp tidak bg?",0,0,0,0
"tools ini ngebantu banget buat nyelesain tugas kuliah. mending skip",0,0,0,0
"kalo gua si sebagai anak muda ya masih bisa membedakan gtu,tapi gimana dengan emak guee",0,0,0,0
"duh tkut di salah gunakan",0,0,0,0
"kug bisa orang nya tetep",0,0,0,0
"bg kalo misal udah lewat 1 bulan/ itu tagihan pembayaran ditagih ga?",0,0,0,0
"tpi vpn nya jga bayar yh bg",0,0,0,0
bang gw udah buat sesuai isi vidio tapi tidak ada suara...,0,0,0,0
"tau game “mau teriak tapi tidak punya mulut”?",0,0,0,0
"asli ini mah,kalo ea kan tatapannya kosong",0,0,0,0
"ini awal nya cuman foto trus di masukin ke veo3",0,0,0,0
"matanya udh lumayan tidak kosong",0,0,0,0
"sangat efektif untuk meningkatkan produktivitas kerja. no debat",0,0,5,0
"output-nya kurang akurat buat kebutuhan profesional. sayang banget harus pake vpn baru bisa akses.",0,0,0,0
"email pelajar itu gimana bang",0,0,0,0
"bang kalo bikin pakek foto kita apa bisa ?",0,0,0,0
"ai belum secanggih itu",0,0,0,0
"sama",0,0,0,0
"baru coba",0,0,0,0
"makasih kk ​ ",0,0,0,0
"�� artis tidak di pake lagi ni??",0,0,0,0
"bang izin tanya,gimana caranya buat durasi videonya di veo3 bisa lebih lama soalnya setiap saya buat video di veo3 durasinya selalu cuma 8 detik saja.",0,0,0,0
"kesini gara² gemini hbs video gratisnya,tp kok rumit ",0,0,0,0
"support-nya oke,ada panduan lengkap di websitenya. user friendly parah,pemula pasti langsung paham. gas terus",0,4,5,4
"promptingnya gimana sih gw ko campur inggris terus ya? terus random gitu movementnya.",0,0,0,0
"jika pengguna ai ditangan orang' yang tepat",0,0,0,0
"kuota boros banget buat generate video 10 detik doang. simpel dan elegan,navigasinya enak dipandang. wkwk",0,0,0,0
"aamiin",0,0,0,0
"terimakasih kak,siap ditunggu kak",0,0,0,0
"pake hp bisa tidak om?",0,0,0,0
"sama2 abgku",0,0,0,0
"skrang ada yang bahas politik pake karakter ai dengan mirip manusia real .",0,0,0,0
"bagi promt emak2 bang",0,0,0,0
waduh...ada suhu beneran ini hehe...,0,0,0,0
"orang indonesia semua di ai",0,0,0,0
"​ beli dimana mbak apa nama tempatnya,biar saya tidak ketipu juga",0,0,0,0
"yang lucu dimananya sih,kok gw tidak bisa ketawa",0,0,0,0
"temen-temen kantor udah pada pake,masa saya nggak. gas terus",0,0,0,0
"bang,minta link video biar karakternya konsisten",0,0,0,0
"kalau sekarang masih bisa bang?",0,0,0,0
"ngebantu cari ide konten pas lagi mampet. parah sih",0,0,0,0
"��",0,0,0,0
"black mirror didepan mata",0,0,0,0
"kadang heran mau bangga atau miris sama kemajuan teknologi sekarang,semuanya terasa cepet selesai tapi sebagian yang lain salah menggunakannya",0,0,0,0
"​ pembayaran nya di batalkan atau gimana ?? kan ada suruh bayar",0,0,0,0
"keren banget sumpah,udah bantu semua orang bang",0,0,5,0
"ini gw tidak bisa dapetin yang free tiap daftar minimal harus ada sisa uang kah 309rb di saldo?",0,0,0,0
"bg next bikin tentang dunia masa depan (abad 22)",0,0,0,0
"tidak kak syaa coba gagal terus ini pakai kartu kredit biling seperti nya,click bait",0,0,0,0
"oh ya bg,saya sudah tidak bisa akses veo 3 sebab sudah habis limitnya .",0,0,0,0
"terlalu banyak yang akses,proses video biasa butuh waktu 1 - 2 menit,sekarang 3 - 5 menit,sudah begitu gagal pula,terlalu banyak permintaan katanya",0,0,0,0
"bahaya makin banyak orang rebahan di dunia",0,0,0,0
"biggest flex : tau ini ai dari dia pertama ngomong",0,0,0,0
"yang ngeri bukan cuma bisa gantiin profesi manusia tapi juga bisa disalahgunakan untuk hal yang negatif",0,0,5,0
"eh video pertama kek tempt film “keramat 1” tidak sih?",0,0,0,0
"​ .1 amin amin amin",0,0,0,0
"makasih bg",0,0,0,0
"alternatif generate dimana ya bang yang kualitas nya bagus dan pastinya gratiss ... hehe",0,0,0,0
"instalasi vpn-nya bikin pusing tujuh keliling. anjir",0,0,0,0
"betah gua nonton ai yang ini,sebelum²nya takut,panik gtu nontonnya ",0,0,0,0
"kalau videonya durasinya lama bisa tidak ? 30 menit gitu",0,0,0,0
buseeed brooo,0,0,0,0
"hasil generate-nya oke punya,bikin kerjaan sat set. laptop spek rendah tetep bisa akses lewat cloud,mantap.",0,0,0,2
"berapa masing-masing bang? punya saya 2 akun sama,4 video per 3 hari",0,0,0,0
"banyak influencer yang bahas,jadi penasaran. asli",0,0,0,0
"salutt aku sama lu bang",0,0,0,0
"mntap",0,0,0,0
"promptnya tambahkan dia berbicara dalam bahasa indonesia yang jelas",0,0,0,0
"pengen bilang asli tapi suaranya kek ai",0,0,0,0
"ditambahin di prompt nya kak",0,0,0,0
"aai kah?",0,0,0,0
"✿𐙚",0,0,0,0
"buat hp tidak ada apa bg,saya tidak punya komputer atau laptop bg",0,0,0,2
"aamiin....doa sebaliknya juga buat juragan n semoga semakin sukses lebih dari yang sekarang",0,0,0,0
"ini di dunia nyata ada beneran tidak sih orangnya",0,0,0,0
"kuota boros banget buat generate video 10 detik doang.",0,0,0,0
"suaranya ai agak mendem2 gitu",0,0,0,0
"terima kasih ilmunya mas. sangat bermanfaat ini.",2,0,0,0
"hemm...ya tentu bisa juga pastinya tinggal kembangkan idenya aja,soal tekniknya sudah kita kasih contoh divideo ini....",0,0,0,0
"alhamdulillah",0,0,0,0
"waduh",0,0,0,0
"mantap bang",0,0,5,0
"makasih bang",0,0,0,0
"sesuai imajinasi kan iya kan",0,0,0,0
"cara buat nya gimana dah",0,0,0,0
"nice ide",0,0,0,0
"kok saya hasil nya gada suara ya",0,0,0,0
"yang harusnya running coding ini malah kesalahan. gamau running coding",0,0,0,0
"durasinya cmn 8 detik aja ya bang?",0,0,0,0
"terimakasih kembali kak,silahkan dieksplor lebih lanjut kak",0,0,0,0
"cara pakainya gampang banget,gak perlu tutorial. asli",0,4,0,0
"kok saya bayangkan bakal jadi kayak di film mission impossible yang terakhir yahh",0,0,0,0
"ti",0,0,0,0
"hp kentang saya tidak kuat jalanin aplikasi ini.",0,0,0,0
"kalo kelihatan bahaya lbh baik diboikot aj",0,0,0,0
"muncul di template nya mas,ada inputan suruh masukin api key,tapi ini sudah ketemu kok mas,lupa tidak pke vpn​ ",0,0,0,0
"mana ada tampil seperti itu",0,0,0,0
"knp saya udh ijutin prompt nya tapi tidak ada suaranya ya ?",0,0,0,0
"temen-temen kantor udah pada pake,masa saya nggak. asli",0,0,0,0
"aktifkan dl vpn nya ambil us",0,0,0,0
"udah ngikutin panduannya,tapi pas klik gemini bagian videonya tidak muncul,apa karena vpn nya ke blok ?",0,0,0,0
"1.daun tidak gerak\n2.tangan kiri cewe yang ngomong nge bug",0,0,0,0
"tidak bisa",0,0,0,0
"hehe...namanya gratisan pasti limit ya ",0,0,0,0
"aku komen karena prompt",0,0,0,0
"pasti gini org tua gw uda ketipu",0,0,0,0
"��",0,0,0,0
"entahlah setiap lihat video video ai makin kesini makin merinding gue",0,0,0,0
"cuma bisa 8 detik ya durasinya?",0,0,0,0
"sama",0,0,0,0
"​ ternyata kita harus rubah ke bahasa inggris,dan kalo mau kasih dialog kita harus nambahin kata misal kaya : berkata dengan bahasa indonesia atau berbicara dengan bahasa indonesia,atau tidak lu coba bikin dialog terus pas promt udh jadi,lu bilang lg ke chatgpt nya pastika karakter mengatakan dialog yang saya buat",0,0,0,0
"terima kasih bang,auto like dan subs",0,0,0,0
"coba cari “google the heist” di youtube. teknologi bikin videonya makin lama makin gila. liar.",0,0,0,0
"ngeri",0,0,0,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini.",5,0,0,0
"ternyata ini salah satu alasan allah tidak memperlihatkan nabi muhammad di akhir zaman",0,0,0,0
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. koneksi internet harus stabil biar tidak gagal terus. gokil",0,0,5,0
"sayang banget harus pake vpn baru bisa akses.",0,0,0,0
"sebagai manusia kita harus jeli\nsoalnya sebagus bagus ai sekarang tidak sesempurna video asli atau versi nyata di take",0,0,0,0
"perhari di batasi yah buat video veo3 nya meskipun sudah pro",0,0,0,0
"video generation failed: resolution parameter is not supported in gemini api. solusi?",0,0,0,0
"error: an error occurred: gemini api error: {error:{code:404,message:models/veo-3.0-generate-preview is not found for api version v1beta,or is not supported for predictlongrunning. call listmodels to see the list of available models and their supported methods.,status:not_found}}",0,0,0,0
"sepemikiran",0,0,0,0
"jarinya masih keliatan oke lah masih dibedain",0,0,0,0
"masutnya gmn sih",0,0,0,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",0,0,0,2
"pas habis 1 bulan. lupa batalin. wakakka.",0,0,0,0
"google punya database video terbanyak",0,0,0,0
"anda salah. semakin maju ai karya original manusia semakin exclusive dan di cari",0,0,0,0
"��",0,0,0,0
"semakin banyak pengangguran",0,0,0,0
"cara pakainya gampang banget,gak perlu tutorial.",0,4,0,0
"dari semua video ai video ini yang paling saya suka..andai bisa balik ke jaman kerajaan.",0,0,0,0
"di akun saya kok tulisannya gini yak pas mau checkout you're not eligible for the free trial,padahal ini baru pertama kali. saya punya 2 akun kayak gitu semua tulisannya. disuruh bayar ",0,0,0,0
"mungkin direktorinya di cmd tidak sesuai lokasi foldernya veo3 nya bang.",0,0,0,0
"ntahh knp gw bisa bedain ini sama yang asli",0,0,0,0
"kuota boros banget buat generate video 10 detik doang. boleh lah",0,0,0,0
"begini saja sudah bagus dan terlihat nyata,pasti mamaku percaya ini orang beneran bukan ai,serem sekali teknologi makin canggih",0,0,0,0
"auto teleport mbak",0,0,0,0
"takut banget ntar dijadiin yang tidak bagus bagus",0,0,0,0
"bg cara atasi kena limitnya bagaimana? sudah di coba di akun yang lain juga sama tidak bisa generate lagi",0,0,0,0
"omg",0,0,0,0
"maaf kak salfok pas dipasar ada cewek berkerudung tpi kaos pendek",0,0,0,0
"time travell",0,0,0,0
"koneksi internet harus stabil biar tidak gagal terus. gas terus",0,0,0,0
"simpel dan elegan,navigasinya enak dipandang. boleh lah",0,0,0,0
"mirip adel jkt48",0,0,0,0
"hp kentang saya tidak kuat jalanin aplikasi ini. tidak guna,malah bikin kerjaan makin numpuk.",0,0,0,0
"pake android bisa tidak ",0,0,0,0
"​ iya bisa tapi harus langganan. siap2 email yang banyak kalau mau gratisan",0,0,0,0
"pake ai apa itu bang",0,0,0,0
"possible tak muka ai ada yang sama dengan real life,org biasa je bukan yang popular",0,0,0,0
"aku punya ide",0,0,0,0
"kirain lu a.i juga bang",0,0,0,0
"dari cara ketawa masnya kita tau mana ai dan mana mas mas penjual nasgor",0,0,0,0
"bahaya woy jaman sekarang yang tua alumni fb pindah ke tiktok",0,0,0,0
"astaghfirullah",0,0,0,0
"klik di video dulu",0,0,0,0
"habis sudah generasi boomer",0,0,0,0
"sayang banget harus pake vpn baru bisa akses. instalasi vpn-nya bikin pusing tujuh keliling. anjir",0,0,0,0
"gelisa banget liat nya",0,0,5,0
"keren",0,0,5,0
"coba lanjutin nanti kena baned ",0,0,0,0
"ngebantu cari ide konten pas lagi mampet. support-nya oke,ada panduan lengkap di websitenya.",0,1,0,0
"kan kan kan ai bahaya anjir",0,0,0,0
"mas,hasil video saya kenapa tidak ada suaranya yah?",0,0,0,0
"hm",0,0,0,0
"kak,req interview sama patih mada dan raja hayam wuruk",0,0,0,0
"ai ..ga ada laut asline",0,0,0,0
"bisa pakai foto yang kita minta tidak kak,misal upload",0,0,0,0
"instalasi vpn-nya bikin pusing tujuh keliling.",0,0,0,0
"mungkin tak lama lagi para penulis cerpen / novel pada beralih dari format tulisan / bacaan / buku ke format video / film /tontonan. bahkan tiap orang bisa jadi produser film sendiri dan membuat aneka tontonan sesuai imaginasi masing2 yang diterjemahkan oleh ai.",0,0,0,0
"senator leia organa",0,0,0,0
"​ hehehe,,aku dah lama jalaninnya bang,,short q dan beberapa video clip musik aku pakai gini juga,makasih dah ber bagi abang ku",0,0,0,0
"iyak in total ini ada 4 video,terus di editing lagi pake capcut biar jadi satu kesatuan.. background music juga ditambahin manual. jadi video asli cuma suara ajahh",0,0,0,0
"pake image to video di flow",0,0,0,0
"��",0,0,0,0
"ok sama ",0,0,0,0
"​ makasih bang",0,0,0,0
"koneksi internet harus stabil biar tidak gagal terus. anjir",0,0,0,0
"auto subacribe dech",0,0,0,0
"menu-menunya membingungkan,banyak iklan ganggu. boleh lah",0,0,0,0
"temen-temen kantor udah pada pake,masa saya nggak. support-nya oke,ada panduan lengkap di websitenya. wkwk",0,1,5,0
"tidak bisa kak,saat ini,ai belum ada yang bisa bikin video dengan durasi yang panjang kak",0,0,0,0
"time travel,omg!\ntolong mampir ke zaman kesultanan gowa-tallo ",0,0,0,0
"ngga si pembuat film,dll. tidak akan pernah bisa di ganti ai,ai bsa punya data tapi tidak ada sanse sebaik manusia",0,0,0,0
"hasil generate-nya oke punya,bikin kerjaan sat set.",0,0,0,0
"simpel dan elegan,navigasinya enak dipandang. sangat efektif untuk meningkatkan produktivitas kerja.",5,5,5,5
"admin mulai bertanya",0,0,0,0
"silahkan dipakai dan diedit sesukanya kak ",0,0,0,0
"wallahi…",0,0,0,0
"gimana biar bisa bahasa jawa ya",0,0,0,0
"menu-menunya membingungkan,banyak iklan ganggu. rekomendasi dari komunitas ai ini emang tidak pernah gagal.",0,0,0,0
"terimakasih kembali kak,silahkan dieksplor lebih lanjut",0,0,0,0
"kok punya saya ngomongnya bahasa inggris terus ya",0,0,0,0
"kayak episode black mirror",0,0,0,0
"gimana itu bisa terjadi bro!!!??",0,0,0,0
"fairus apa",0,0,0,0
"instalasi vpn-nya bikin pusing tujuh keliling. asli",0,0,0,0
"jangan sampai ke wa grup keluarga",0,0,0,0
"aktor,aktris,sutradara,kameramen,dsb langsung jadi pengangguran",0,0,0,0
"iya sih",0,0,0,0
": sedikit lega lihat story nya gerindra official. tapi kita jgn lengah ya,karena disitu mereka bilang hanya \sementara\ bukan \selamanya\. jadi kita harus ttp kawal terus saverajaampat sampe traktor2 mereka cabut darisana.semangaatttt guys.. kita tunjukkan the power of netizen indonesia ",0,0,0,0
"takut ya kalo kita posting foto terus dibuat kaya gini dan jadi fitnahan ",0,0,0,0
"klo pake hape kok tetap veo 2 yang keluar ya?",0,0,0,0
"oknum' yang bakal menyalahgunakan ai ini pasti ngincernya emak' yang gaptek",0,0,0,0
"makasih bang,gw mau bikin ginian bingung. dengan video abang gw punya gambaran dikif",0,0,0,0
"��",0,0,0,0
"ai",0,0,0,0
"terus mang cepot kerja apa",0,0,0,0
"hasil scen mata nih ",0,0,0,0
"vpn tidak bisa bang",0,0,0,0
"bagaimana untuk membuat durasi panjangnya bang ? apakah harus buat kalimat tambahan di kolom prompt ?",0,0,0,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. asli",0,0,0,2
terimakasih banyak kak! senang banget kalau kontennya bermanfaat,2,0,5,0
"nih saya doakan,abang sehat selalu. kunci membuat vidio itu imajinasi. kalo ilmu tidak pelit,saya doakan 1 juta subscriber tahun ini ..aamiin",0,0,0,0
"bang bagaimna klo kita edit berupa foto wajah kita pribadi menjadi sebuah video,mohon penjelasannya,maklum masih awam",0,0,0,0
"aku orang eropa,punya akun google ai pro dan pixel phone,dan kami tidak boleh antre.... pake antrean veo2 ",0,0,0,0
"bagus ",0,0,5,0
"gampang ma bedaiya",0,0,0,0
"suara nya tidak ada bos",0,0,0,0
"mksh bg",0,0,0,0
"kak cara aktivasi vpn lewat android bisa gak?",0,0,0,0
"",0,0,0,0
"menu-menunya membingungkan,banyak iklan ganggu. gas terus",0,0,0,0
"makasih kak tutorialnya",0,0,0,0
"veo 3 sehari bisa berapa x generate ?",0,0,0,0
"cuma 8 detik ",0,0,0,0
"era kemajuan peradaban mulai keliatan",0,0,0,0
"coba ganti vpn atau prompt nya",0,0,0,0
"bang saya coba udah ada ada vido nya kok tidak ada suaranya ya ?",0,0,0,0
"ihhh seru",0,0,5,0
"wajib di coba.. terima kasih tutor nya layar",0,0,5,0
"nah td gw kira jg ai trs eh liat komen ternyata feeling gw benee",0,0,0,0
"dulu pada bilang ai gambarnya jelek",0,0,0,0
"amejing",0,0,0,0
"terimakasih sebelumnya atas ilmu nya. ",0,0,0,0
"jalananny mirip bener",0,0,0,0
"p",0,0,0,0
"sayang banget harus pake vpn baru bisa akses.",0,0,0,0
"terimakasih",0,0,0,0
"mngkin masih veo 2",0,0,0,0
"aku masih bingung ko tidak ada suara nya bngung bg",0,0,0,0
"udah pake vpn tetap menu videonya tidak ada kenapa yah?",0,0,0,0
"itu orang²-nya ada yang mirip sama dunia nyata pasti",0,0,0,0
"mantap",0,0,0,0
"dari semua video yang lewat kok ketawanya sama semua",0,0,0,0
"udah berapa kali ya,aku puter ini tetep blm nyambung... padahal udah telat",0,0,0,0
"kok bisa ketawa ai nya,tutor",0,0,0,0
"bang tolong baca komenku bisa atau tidak dibuat dengan 2 orang atau lebih,misal dengan rafi ahmad bersama denganku dalam satu video kayak gitu,didalam video aku bersalaman dengan rafi ahmad. misalnya begitu,bang tolong tanggapi request aku ya ",0,0,0,0
"link yang mana bg?",0,0,0,0
"teknolojia ",0,0,0,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. ngebantu cari ide konten pas lagi mampet.",0,0,5,2
"buat ke premium dlu bang gemini nya",0,0,0,0
"silahkan cek video tutorial terbaru kak ",0,0,0,0
