comment,label
"kok saya coba daftar setelah slesai disitu tertulis veo 2 sih? bukan veo 3, salah nya dmna mas?",1.0
gratis 1 bulan,1.0
boleh minta link promt generet nya bang...?,1.0
buatkan film majapahit pakai ia full movie,1.0
sayg nya tidak bisa bikin banyak bner2 di batasi sehari paling bisa bikin 2 atau 3 video,1.0
? .1 thankyou ya bg??,1.0
terimakasih tutorialnya kak.. sudah saya coba tapi kok tidak ada suaranya yaa.. gimana solusinya.. terimakasih,0.0
mukanya mirip semua ya,0.0
"siap, makasih gan",1.0
ï¿½ ¿½ya bayangkan 5 tahun lagi gimana,1.0
bang gua pake tpi kok ngga keluar suaranya yaa. malah ada kyk lirik gitu tpi tidak bersuara. pdhl prompt udah sesuai,0.0
"dunia sedang tidak baik baik saja gara"" ai google veo 3",0.0
dsuruh foto makanan malah selfie?? tapi hasilnya jadi tahu??,0.0
kok tidak ada suara nya ng?,0.0
aku ghak ada tampil vidio,1.0
"ka, kalau muncul watermark veo kenapa ya?",1.0
video manual cocok untuk vidro profesional kelas atas ??,1.0
ds,1.0
"mau tanya bang, apakah jika mau membuat video animasi ini, harus pakai google versi pro?",1.0
kalau belajar kek gini enak njir enteng masuk di otak,2.0
kalau misalnya di google ai studio tidak muncul generated gimana?,1.0
"sama2 kak, siapp mksh requestnya",1.0
"keren promptnya kak, tapi btw knp dibatasi y?",2.0
"mending ai dibikin kek gini, drpd buat yang aneh aneh buat otak rusak",2.0
"waduh kalau itu kurang tau saya soalnya rata"" ada fitur animasikan itu",1.0
"ini jgn2 yang di video masyawi bukan asli ,alias ai , hehehe",1.0
"bnag, aduionya koq tidak bisa keluar ya? cuman teks aja",0.0
bang kok disaya opsi videonya tidak muncul ya padahal udah ngikutin caranya ?,1.0
tidak ada penawaran melalu hp bang..,0.0
"alhamdulillah, makasih bang",1.0
".1 siap bang , tengkyuu info dan pelajarannya.",1.0
ini biar lebih 8 detik gimana ya?,1.0
lewat hp bisa?,1.0
"bang knp hasil videonya berbicara bahasa inggris yaa prompt nya sdh saya pakai bhs indonesia, tetap juga sama hasilnya berbicara menggunakan bahasa inggris",0.0
"kita buat seperti ini, terinspirasi style editingnya magnetismedia, jadi tontonya pelan-pelan saja atau tempo video bisa dipelankan biar paham...",1.0
bang mau nanya aku ada tugas video ai disuruh bahas tentang kerajaan dan durasi nya lumayang panjang 7 menitan itu gimana ya bang,1.0
tdk bisa portrait ??,0.0
semua free apa tidak ? .1,1.0
kalo tidak ada suara nya itu gimana bang?,0.0
"makasih kakak baik, jadi makin semangat buat konten",2.0
punya gw tidak bisa pake gratisnya error terus,0.0
punya ku tidak ada suaranya gimana itu abng,0.0
bang kok punyaku ngomongnya pake bahasa inggris bng gi mna cara buat bahasa indonesia bg,0.0
thanks info ??,1.0
"kak, req interview sama patih mada dan raja hayam wuruk??????",1.0
video google veo 3 nya 1 hari cuma 1 video aja bang selanjut sisa nya veo 2 dan 1 hari cuma 5 video aja nya,1.0
yang free bisa,2.0
"jawab bang, buat tugas yang mendadak",1.0
ai di tangan orang yang tepat,2.0
jaman majapahit tapi rumputnya rumput hias impor ??,1.0
"sering error emank, solusi unduh gambar dan generate di generator video lainya, ??",0.0
bang vpn nya tidak bisa ya yang versi seluler..,0.0
"yang mau beli veo3nya bang ready , private akun bang",1.0
sama,1.0
bisa...,1.0
"klo yang jeli banget masih kurang realistis sih, tetap masih keliatan buatan ai. tapi klo buat yang tidak biasa liat video ya udah sempurna, tidak keliatan sama sekali",0.0
berbayar tidak bang,1.0
oh my god,1.0
biar ada suaranya gmnaa sih bang,1.0
kok bisa pkai karakter sama trs kak,2.0
hasilnya ko tidak muncul suaranya ya bang,0.0
dari info terbaru sekitar 35 ribu sampai 75 ribu perbulan ya... cek aja langsung biar tau pastinya...,1.0
"happy banget bisa dapet rezeki besar dari ?????????, bener-bener puas!",2.0
?ï¿½ -f2fï¿½ikut nunggu jawaban dr komenan ini,1.0
durasi maksimal gratisannya brp menit bang kecoa banget kalau sudah login akun ai terus ujung ujungnya disuruh bayar??,0.0
"bagi saya sih dah perfect karena dah pernah merasakan ai lain yang luar biasa menurut saya tapi langsung kebanting sama veo karena paham konteks video dimana, soal relistis atau tidak pintar pintar jenis konten tertentu sangat realistis",2.0
keren kang,2.0
makasih ilmunya,2.0
aku bikin tidak ada suaranya ??,0.0
punya saya ko hasil videonya tidak ada suara ya?pdhal udh pake vpn juga,0.0
".1 siap, bang. terima kasih. sangat bermanfaat sekali.",2.0
"promt yang terakhir kurang detail, diminta fotoin makanan malah foto selfie eh tiba2 jadi gambar makanan",0.0
"belajar offline, d mn dan berapa guys ?",1.0
pokok nya yang dibuat ai ni...loh kok kenal????????,1.0
itu mukanya random ya? apa emang dari prom?,1.0
saya pakai whisk milik google,1.0
bang saya sudah ikutin tapi opsi video nya tidak muncul itu kenapa yah ?,0.0
tapi hasilnya kok bahasa inggris ya bukan bahasa indonesia ??? tolong pencerahannya suhu ?,0.0
yah bg harus bayar juga,1.0
udah pake vpn tapi tetep ngga muncul opsi vidionya,0.0
tutorial kak,1.0
"wah seru kalo pelajaran sejarah kyk begini, tidak bosan, kak zaman masa purba kakk",1.0
keren bg,2.0
? -ai81 sensi amat om ??,1.0
keren banget seluruh video ini ai semua keren. bahkan mas kacamata itu ai kan ? ??,2.0
kok punyaku adanya gambar ya bukan video,0.0
bang kok punya ku suaranya kagak muncul hanya video nya saja,0.0
durasinya kenapa 8 detik aja bang enggak bisa 1 menit/5menit,1.0
vlog menembus multivers??,1.0
bang kalo andoroid gimana,1.0
ï¿½ ¿½ wkwkwkwk,1.0
keren????????,2.0
"terlalu banyak yang akses, proses video biasa butuh waktu 1 - 2 menit, sekarang 3 - 5 menit, sudah begitu gagal pula, terlalu banyak permintaan katanya",0.0
"hari ini ilmu dan kemodrenan tapi kedepannya mungkin ini yang akan menjadi alat huru hara besar karena akan lebih gampang memfitnah dan mempropaganda denga se asli ini,selamat datang di dunia tipu tipu,..",0.0
bg aku bikin knpa tidak ada suaranya yaa,0.0
"kalo makin berkembang, nanti gimana caranya kita tau itu orang asli atau bukan. terlebih kita yang suka nonton",0.0
"buatkan promt untuk google veo 3 seorang wanita cantik berhijab dengan background monas dengan sekolah ngevlog sambil berbicara ""guys, lagi ada di monas, tapi aku engga asli ya cuma buatan devin aja""dengan cerita",1.0
terimakasih mas,1.0
generate gambarnya sama seperti nano banana kah bang? dan untuk video nya sama seperti veo kah?,1.0
bg klau dari foto bisa gerak itu gimana yaa,1.0
terima kasih ilmunya,1.0
"animasikan di whisk sering error jir, akhirnya bikin tool sendiri kelar",0.0
"download lama, apakah saya salah memperoleh master vpn nya? solusinya?",1.0
mantab bang,2.0
bagi prompt nya bang??,1.0
halo kak.. kak punya saya kok tidak ada suara ya..? veo 2,0.0
"bisa.... banyak konten sejenis ini monet, cek chanel gromore media atau apa itu lupa aku, itu juga konten 3d dan view-nya jg udah jutaan malahan...",1.0
"thank you tutorialnya mas. walaupun pas nyoba, prompt yang dihasilin sama aplikasinya malah tidak seperti ditutorial. jadi kyk per-poin gitu tidak kyk kalimat ??",0.0
bang kok ngga ada suaranya gimana,0.0
bang apa juga bisa di gunakan untuk veo2,1.0
macam mana cara nk unsubscribe gimini pro?,1.0
masih tetep vo2,0.0
bikin aja sendiri kayak di video bg,1.0
cenel lu bnyak amat bang. adssen lu ada brepa??.. gua apal nada elu bng.. ?? gua bikinkonten bingung tidak bisa naik naik,1.0
seru ya ai..,2.0
tapi karakternya tidak bisa konsisten ya kak?,0.0
the world is ending with ai not only food are fake today even oud is also fake these days they know nothing about the real pure wild very old authentic oud like mine,0.0
ok thanks gan ??,1.0
"saya pake metode dana, tapi ko tetep gabisa yah",1.0
astaghfirullah,1.0
bikin konsisten karakter gimana?,1.0
"tidak perlu artis, tidak perlu production house, tidak perlu copywriter, dan semua keruwetan shooting dan produksi dan editing, semua orang jadi bisa. industri ph runtuh sudah....",0.0
bisa buat yang image to video kak,0.0
tapi buku pisik juga enak buat orang yang mata ngeliat layar terus,1.0
kalo whisk nya tidak pro bisa apa enga bang??,1.0
kenapa gw tidak ada suaranya?,0.0
kalu lewat hp bisa ngga buat ini,1.0
punya saya tidak ada suara yah,0.0
udah saya jawab,1.0
"ï¿½ -clipï¿½ : bisa aja di ganti pake muka siapa aja,... kan ada ai buat ganti wajah...faceswap ??????",1.0
"jadi tetap butuh kreativitas kita sebagai manusia ya kawan2, ide tetap berasal dari kita",2.0
"itu biar orang yang vlog tetep sama gimana yah, setiap buat ganti orang",0.0
bisa jadi,1.0
kenapa si saya video ai nya tidak ada suaranya ya? padahal sudah sesuai dengan prompt yang ada di deskripsi,0.0
ko punya saya bahasanya jadi inggris terus,1.0
bang ini bisa dimonet tidak kalau dibikin buat youtube???,1.0
mau buat apapun lu bebas dari ai manapun yang penting berlangganan pro dulu ??????,2.0
waduh kayaknya lom lihat sampai selesai ya? ?? gratis.....,1.0
bang kenapa y hasil video yang aku buat berbicara nya dalam bhs inggris. untuk supaya berbicara bahasa indonesia caranya gimana bang mohon bimbingan nya terimakasih sebelumnya ??,0.0
saya curiga host nya ai juga kek nya ??,1.0
"cara agar bhsa indonesia gimana bang,saya inggris terus",0.0
bahaya sih ai se realita itu tkt di gunaiinya yang salah doang????maaf overthinking bnget aku,0.0
bisa,1.0
cara buat karakter konsisten gimana bang? gua bikin veo3 bedaï¿½ mulu makanya??,0.0
"iya gan betul sekali itu, cara bikin pro banyak panduanya di youtube, n maaf kita tdk sempet buatin juga panduan itu karena keterbatasan waktu dan durasi video yang sudah terlalu panjang takutnya penonton boring jadinya",1.0
"kalian taukan project world coin, sampel data nya untuk apa? gw kira masih lama gitu, 4-5 tahun kedepan projectnya, ternyata hanya selang beberapa bulan sudah di perjual belikan data sampel itu. dan jadilah veo3 (sci-fi menurut gw)",1.0
sama2,1.0
auto like & subscribe thankyou verymuch bang??,1.0
kok di aku g ada fitur upgrade,1.0
ini keren veo 3 berfungsi dengan baik (edukasi). keren pokoknya bila diaplikasikan dalam pembelajaran anak anak disekolah,2.0
"gokillll, thankyou bang tutornyaaaa",2.0
terlalu halus,2.0
tidak bisa,0.0
"apaan tidak keluar videonya, adanya cmn deep research sama canvas doang",1.0
saya yakin yang bikin konten ini ijazahnya asli,1.0
bang kok punyaku tidak ada suara nya ya bang . bisa bantu bang???? vidio yang di hasilkan uda sesuai tapi suara tidak kedengaran. di download pun sama tidak ada suara,0.0
"saya udah coba ikutin tutornya dan lancar semua tapi bahasanya tetep bahasa inggria ya bang,?",1.0
"sama saya coba pake vpn hasilnya bahasa inggris, ketika vpn saya matikan malahan tidak ad suara video tsb",0.0
saya kok tidak keluar suaranya ya mas? ada yang tau kenapa?,0.0
bang kenapa ya punyaku tidak bisa di download?,1.0
"ok bang , makasih bnget ilmunya ?",1.0
"mas , waktu meng animasikan di bilang, terjadi error saat menghasilkan video, silahkan coba dengan perintah yang lain, kenapa bisa gitu mas? padahal video 1 bisa...??",0.0
oke terima kasih banyak gan,1.0
saya sudah buat tetapi tidak punya suara,0.0
thanks you ??,1.0
"bang kok saya buat hasil vidio nya selalu make bahasa inggris yaa, padahal tutor nya smua udh di ikutin+saya nyalin di gpt nya juga make yang bahasa inggris.... mohon masukannya para suhu??",0.0
ko suaranya tidak keluar bang?,0.0
bang kok bahasanya inggris ya bang,0.0
"tidak ada opsi buat by vidio, apa harus gemini pro ya?",1.0
"jadi paham kenapa dalam islam ada penggunaan cadar, agar terhindar dari fitnah dunia yang kejam",1.0
bg.. itu kata katanya kita sendiri yang buat apa mmg uda di atur sama veo 3nya? uda gitu bisa tidak bg buat video veo3 pake wajah kita?? sendiri??,1.0
berbahaya??,0.0
bang tidak bisa lebih dari 2 karakter ya bg,1.0
yang up vlog di neraka lu bukan bang ??,1.0
bang kalo wajah nya di ganti bisa tidak bang? plis jawab bang,1.0
"googgle plis stop jangan terusin veo3 ke veo4 plis,apalagi orang indo kadang memakai ai dengan salah",0.0
ok bang di tunggu,1.0
bang jatah pembuatan video per hari berapa ya? kok punyaku dcoba berkali-kali malah habis dan nunggu 1 minggu lagi,0.0
ipc apaan ?,1.0
terimakasih bro semoga sehat selalu dan rezekinya lancar amin,2.0
"gw berhasil bikin videonya dengan sedikit modif prompt nya bang, first try, tapi gada audionya",0.0
.1 siap terima kasih bang,1.0
? solusi terbaik ??,2.0
"mas gemini saya ndak ada pilihan video, apakah harus gemini pro juga ?",1.0
ini ada batasan durasinya gak?,1.0
gua dah pake vpn masih veo2 bang,0.0
kok durasinya bisa panjang banget ini ya kan 8 detik aja maksimal 1 x genrate,1.0
takut??,0.0
tapi durasinya tidak sampe 1 menit,1.0
luar biasa bosss.. terima kasih banyak ... semoga berkah,2.0
"jujur , gue justru merasa ngeri dengan perkembangan google gemini vo3 ini...entah berapa juta berita dan fitnah yang bisa dibuat kalo technologi ini dipake orang dg tujuan gabener",0.0
"saya coba upgrade gemini pro belum bisa, terkendala penawaran pembayaran harus lewat google one, tdk ada pilihan pembayaran lewat gopay. gimana mas??",1.0
keren,2.0
saya sudah bikin cumak suaranya tidak muncul ya. itu gimana cara ngatasinya ?,0.0
"saya sdh coba buat video di gemini bang, berhasil sih tapi kok tidak ada suaranya.. apa karena saya buatnya di hp?",0.0
aku ko gbisa download vpn nya ya?,0.0
google semakin didepan,2.0
"itu katanya gratis ,tpi ada opsi pembayaran lwt ini itu",1.0
? .1 makasih trik nya bang,1.0
"maaf nih buat saya yang tidak punya modal ini gmna tidak bg??apakah ada situs atau web,yg beneran gratis?",1.0
es teh panas??,1.0
alkhamdulillah ??,1.0
pakai vpn,1.0
banget banget banget banget,1.0
jangan sampe pemerintah tau ini,1.0
"wkkwkw, jangan2?",1.0
terimakasih ilmunya labs???,1.0
mslhnya di google gemini nya tidak ada tulisan videi cuman deep resrch dan canvas aja,1.0
"kayaknya emang udah bisa 1menit bahkan 1jam,tapi emang ditahan dulu,kalau dikeluarin sekarang takutnya kedepannya udah g ada perkembangan lagi, alhasil dapet duit pun berpengaruh",2.0
bang kok punyaku tidak muncul suaranya?,0.0
durasi video maksimal yang bisa dibuat brp detik bang?,1.0
yang bahaya jika gia yang muncul,0.0
sama2 bang,1.0
"kalau buat gambarnya gratis di whisk, kalau animate ada kuotanya 5 kali generate dlm 1 bln itupun masih sering error",1.0
d saya ko hasilnya pke b.inggris bang,1.0
saya klik linknya kenapa tidak ada tampilan veo3 prompt generatotnya?,0.0
"min itu gemini nya yang berbayar ya ??? kelihatan dari accountnya ""pro"", yang gratis tdk ada menu ""video"" nya",1.0
pakai handphone bisa kah bang,1.0
"aku coba buat, ternyata langsung ada suaranya pas dianimasikan. tipe realistis.",2.0
"bayangkan wajah lu di sana di pake orang, gatau buat apa. tanpa izin , tanpa sepengetahuan, mau di apain aja terserah orang itu. sungguh mengerikan .",0.0
"keren, dipergunakan semestinya",2.0
"dunia dalam darurat dibalik pesatnya perkembangan teknologi. percaya atau tidak,buktikan saja dan nikmati huru haranya",0.0
ok thanks gan ??,1.0
kalau tab tidak bisa bang ya ?,1.0
"tetep keliatan sih, tapi ini dah bagus banget woii",2.0
sama2 bang,1.0
"iyak in total ini ada 4 video, terus di editing lagi pake capcut biar jadi satu kesatuan.. background music juga ditambahin manual. jadi video asli cuma suara ajahh",1.0
bang buatin suapya bisa ubah jdi suara ortua bg,1.0
bang kenapa gw bikin tidak ada suaranya yh,1.0
"keren keren,,coba ah",2.0
"ngga mungkin bisa masuk kak, kenapa? karena ai model kaga punya personal branding, penonton pasti bakal mikir ngapain nonton ai mending nonton manusia asli.",1.0
jaman majapahit udah ada ember plastik ya di indo,1.0
makasih bang sudah berbagi ilmu????,2.0
jadi makin enggak percaya lagi sama postingan - postingan di internet ?? ngeri brooo,0.0
"saya butuh seseorang yang mau mendanai saya untuk menjadi editor ai lebih realistis,",1.0
?ï¿½ ¿½ yang ini aja untuk org awam dah tidak bisa bedain bang,0.0
bayar brp google pro nya bang,1.0
mas kok di gemini sya ngk ada tombol video ya?,1.0
aktifkan dl vpn nya ambil us,1.0
terima kasih bang ilmunya,2.0
sampah,0.0
thank bang good,2.0
nah gini contoh penggunaan ai yang bagus??,2.0
"terima kasih bang, auto like dan subs",1.0
aku bingung cara nulis scriptnya,0.0
keren anjayy karakter cewenya bisa konsisten mirip semua setiap scenenya,2.0
bang harus upgrade yang pro ya biar bisa bikin vidio?,1.0
cara download vpn ny gmna tidak ad bacaan download atau unduh,1.0
ini gw tidak bisa dapetin yang free tiap daftar minimal harus ada sisa uang kah 309rb di saldo?,1.0
cara swap wajahnya pakai muka kita gimana om????,1.0
sama,1.0
plot twist ternyata konten ini 100% ai semua,1.0
"iya bahaya bangget, sdm indonesia rendah jadi banyak yang memanfaatkan dengan membuat vidio ai pake karakter raffi ahmad,bahkan presiden. di facebook biasanya buat promosi judi/pinjol",0.0
udah pake vpn tetap menu videonya tidak ada kenapa yah?,1.0
pasti org fb pro,1.0
mungkin masih veo 2,1.0
kok punya gw di samping canvas tidak ada tulisan video gitu bang? padahal udh aktifin vpn,1.0
ai anjirr,1.0
"ngeri, sebagai pekerja visual, prompt ai ini bakal ngehancurin para pejuang visual & kreatif sih",0.0
"pak guru terima kasih banyak pak ilmunya, sehat sehat selalu ya pak ?",2.0
"udh dapet trial free 1 bulan, tapi ada batasan slot bikin video perbulanya ya bang? aku baru 8 video udh gabisa bikin lagi bang, katanya tunggu sampai tgl 7 juni baru bisa lagi. ada cara lain tidak bang",0.0
tidak ketemu arya kamandanu ??,1.0
"kok kena limit yaa, apakah ada batasan padahal udh langganan",1.0
pas gw buat kenapa jadi bahasa inggris ya bg,0.0
? .1 ok terimakasih bg,1.0
"mumet tidak bikin prompt nya , aku bkin vt woman indonesia ??",1.0
terimaksih info nya????,1.0
"tapi saya buat vidio, tidak ada suara untuk vidionya bg, ada penjelasannya tidak bg?",0.0
"makasih bang, gw mau bikin ginian bingung. dengan video abang gw punya gambaran dikif",1.0
mksh loh babang tamvan link prompt nya jadi bisa tau kn harus ketiknya gmn biar hasilnya kaya babang tamvan ??,2.0
"yang bagian mana, karena disini saya menggunakan dua website soalnya?",1.0
"tidak fokus apa yang mereka omongin, cuma fokus visual mereka",0.0
"mas,bahas tune ai mas,peraturannya agak ribet,g simple kyk 2025... trus solisinya apa buat kami yang pemburu gratisan please mas,bantu kami..",1.0
"gratis dari hongkong, itu punyamu itu pro",1.0
"kok saya hanya keluar video aja ya, suaranga tidak nampak",0.0
makin hari makin canggih ai nya,2.0
"ada ini jg buat di google, cek aja alamat link yang sudah aku selipkan di videony",1.0
makasih bng??? .1,1.0
bang gua mau batalkan langganan kok tidak bisa ya. sudah liat tutor jg??. tapi hasilnya gagal seperti yang di short terbaruku bang????.,1.0
"ok sama"" semoga bermanfaat ??",1.0
"halo kak, aku sudah beli google plus tapi kenapa di whisk nya tidak bisa di animasikan ya *intinya aku tidak nemu menu itu ?",0.0
ko punya saya tidak menjadi bahasa indonesia ya,0.0
gokil ?,2.0
"ini aja masih versi yang proprietary / closed source (veo, sora, dll). bayangin yang versi open source yang tidak ada sensor, beuh ngeri dah. tidak kebayang 3ï¿½5 tahun ke depan bakal kayak gimana. pasti makin banyak orang yang dirugikan, terutama buat penipuan sama manipulasi. hati2 ges sekarang mah jangan asal upload foto/video pribadi (terutama yang muka kalian terliat jelas) di sosmed.",0.0
bro bro atau teman-teman yang ada di kolom komen ini kira-kira ea yang aksesnya perlu untuk membaca layar tunanetra apa ya??? yang aksesibel ???,1.0
veo 3 sehari bisa berapa x generate ?,0.0
keren bang... baru tau saya.. bisa buat app di gemini... terima kasih bykan bang...,2.0
perintah,1.0
"ok sama"".... dengan senang hati bisa membantu ??",2.0
ko gw bikin hasilnye gada suaranye dah,0.0
tpi vpn nya jga bayar yh bg,1.0
"wajar iq mereka lebih tinggi, dan sekolah mereka pun lebih mahal, jadi sesuai",1.0
mantap bang??,2.0
org ini terbaik sepanjang masa..,2.0
buat lagi versi di atlantis ??,1.0
ajay.... inikah yang namanya es teh manis panas? ?? si ibu bikin nya ngebul ngebul minum nya malah seger pake es batu ??,1.0
jangan2 masnya yang ngomong ini veo 3 juga??????,1.0
"masih tidak ada pilihan video bang, hanya canva saja",1.0
bisa nih bikin cerita isekai ala indonesia... ??????,1.0
kok gw bahasa jadi inggis bang,1.0
aku punya ide ???? tapi bukan tidak mungkin di masa depan udah tidak pake pemain lagi tapi pake ai. penasaran sama hasilnya ???? ytta,0.0
belum bisa bg,0.0
plis gw ketawa trus selama lihat video????,2.0
gimana cara nya bisa kayak gitu kk,1.0
bang lu asli kan bukan ai,1.0
knpa tidak ada suaranya ya pas sudah jadi,0.0
seruuu banget kalo belajar sejarah kaya gini ??,2.0
cooked,1.0
??,1.0
"bg itukan batas cuma 8 detik kan bg, kalok kita mau buat 1 video dengan durasi 5 menit gimana bg? atau harus dipisah menjadi beberapa video 8 detik bg? gimana trick nya biar hasilnya konsinsten setiap video sebelum kita gabungin?",1.0
"knapa yah video dari veo 3 saya g ad suara, padahal d prontya uda ditulis bicara",0.0
tidak ada bacaan video..hanya sampai camvas,0.0
"kalau whisk itu maksimal 5 kali generate, untuk durasi seingat saya 8 detik an kalau tidak salah per videonya",1.0
udah coba klaim gratis 1 bulan belum?,1.0
"bang menta caranya dong, gw udah coba tiru yang kek lu bang, tapi kenapa hasil nya berbahasa inggris ya bang,, semoga di jawab ????????",0.0
yoire the best !,1.0
kak cara biar wajahnya bisa konsisten kayak gitu gimana ya kak?,2.0
"bg. bagaimana caranya agar vokal berbahasa indonesia, kok saya buat hasilnya berbahasa inggris yaa",0.0
"keren..aku mau coba deh, terima kasih kak. sukses selalu.",2.0
vpn chrome tidak bisa diakses pas di cari di eksistensi. mohon petunjuk mas,0.0
sama,1.0
sama2 bg,1.0
ribet mas,0.0
"ini tulisannya 20 baris kali ya klo buat video,keren banget woii",2.0
kamu asli tidak bang?,1.0
kalau mau 3 menit gimana ya bang? ko aku 8 detik terus,1.0
"loh kenapa tidak bisa generate? kan google studio sifatnya open source jadi harusnya bisa... dan kalaupun tdk bisa ya terpaksa harus buat manual di elevendlabs atau minimax juga bisa seperti di video"" saya sebelumnya saya sudah membuat tutorial utk kedua website itu...",0.0
pakai android bisa?,1.0
perlu pakai vpn tidak,1.0
hanya menyalurkan hobby sambil berbagi tau semoga ada manfaatnya.... thanks supportnya....,1.0
"generating videonya suka eror emank, solusi unduh gambar dan generate dengan mesin generator lain sperti pixverse, kling dll nya",0.0
"saya coba alur suasana di sekolah, dan ternyata pas mau generate malah tidak bisa karena menyangkut anak dibawah umur,, gmna cara mengakalinya ya kak?",0.0
"lagi ngetes, berhasil, tapi videonya tidak ada suaranya",0.0
ai ini bak pedang bermata dua . . . jadi kalo digunakan kebablasan . .bisa membahayakan diri sendiri . .contoh yang buat meme presiden kemarin,0.0
cara ubah ke vertikal gimana bg untuk video shory itu kan landscape,1.0
veo3 bikin di batasi ya bang sehari atau bagaimana bang..,1.0
belum bisa dicombain dengan foto orang ya bang?,1.0
"mas, kok saya tidak muncul menu video di gemini ya",1.0
makanya akun gmailnya di jadikan pro dulu gan biar bisa pakai,1.0
"bang, opsi pembayarannya tidak keluar bang juma debit card",1.0
mereka dpt video dari mana yaaaaa,1.0
"bikin prompt nya gmna yah, bisa bagi prompt di salah satu scene nya ka??",1.0
nah gini loh ai tuh di pake yang bener jadi ada gambaran gitu ke zaman dulu,2.0
abis ini terminator bener2 nyata??????????,1.0
ko ada yang mirip temen gue,1.0
sudah tidak bisa menambahkan pembayaran e wallet gmn om???,1.0
ini wajib pakai desktop atau bisa pakai android kaka,1.0
ai ditangan yang tepat??,2.0
"iya gan saya belom pernah nyoba kalau rasio lainya, tapi secara teori harusnya bisa karena ini yang nyedian fitur juga whisk sendiri soalnya... coba aja gan siapa tau bisa...",1.0
"mas,bahas tune ai mas,peraturannya agak ribet,g simple kyk 2025...?????? trus solisinya apa buat kami yang pemburu gratisan?????? please mas,bantu kami..??????",1.0
karena bnyk yang nanya prompt bg ??,1.0
info wawancara hayam wuruk kak,1.0
bisa ganti muka kita tidak bang,1.0
ulama yang benar tidak mengejar harta atau gelar yang anda maksud,1.0
pake promt di crome hp tidak bisa ya,1.0
kekurangan nya tidak bisa milih ukuran 9:16,0.0
ninggalin jejak apa kata veo 3?,1.0
"bang saya masuk akun baru, kenapa tidak ada gratis atau kredit, tertulis 0",0.0
kok aku buat hasilnya ngomong tapi pakai bahasa inggris yak?,0.0
"untuk generate gambar sampai saat ini masih gratis, tidak tau lagi kalau kedepanya, coba aja gan langsung action lebih bagus ????",2.0
ko punya saya masih bahasa inggris ya kak ?,1.0
"bang aku coba buat tapi malah g ada suaranya, adakah solusi?",0.0
kalau pakai ios gimana bang tidak ada playstore nya,1.0
"buatkan frompt untuk google veo 3 seorang remaja cowok degan background di makassar selfie sambil berbicara ""we sundala saya lagi di makassar bersama fadil, arif,iksan dan kuccu kallang cuma buatkan artificial intelligence aja'dan sangar",1.0
lu pake premium itu namanya bg bukan karna ngaruh vpn??,0.0
"kok di aku berbayar ya di lemonslime nya,kredit 10 aja,gabisa di lanjut lagi.",1.0
gada emosi yang tersampaikan,0.0
satu akun dana bisa di gunain banyak email nga kk,1.0
bisa gan coba aja langsung,1.0
iy itu gag da undang2 nya soalnya.. undang2 yang mengikat atas hak cipta dan seni,1.0
gua udah subs,1.0
"untuk sekarang masih keliatan buatan ai, 2029 kita gatau hasilnya udah kayak gimana, ngeri kalo bikin hoax pilpres.",0.0
pertanyaannya bayar tidak,1.0
mantap ilmu nya,2.0
"lemonslice harus berbayar om, sy tidak dapet kredit nya",1.0
"-ai81 harusnya manggilnya bli, bukan mas",1.0
fungsi ai yang sesungguhnya??,2.0
sama2 bg,1.0
orang yang jadi model di videonya itu beneran ada ? hidup di bumi? tinggal di satu daerah? kalo iya ngeri juga,1.0
takutt bangett ?? kedua ?? ??,0.0
mas ijin.google gemini saya kok tidak muncul ya fitur video .hanya deep research sama canvas. mohon solusi mas,1.0
udah nyobain beberapa kali buat video di gemini pro tapi hasil videonya tidak ada suaranya. gimana ya biar ada suaranya,0.0
subsciber baru bang! :),1.0
"hehe,,,,yang bagian mananya pak, biar nanti saya evaluasi lagi kalau bikin konten, harap maklum kita otodidak belajarnya....",1.0
ngeri sekali,0.0
bikin gini yang banyak bang gw dukung lu ????,2.0
bg boleh spill promt nyaa,1.0
aku sudah pake vpn tapi masih saja tidak muncul video nya... tetep saja harus pro kan???,0.0
bang apakah videonya bisa lebih dari 8 detik?,1.0
ya berati buat vo secara terpisah lagi gan nanti tinggal gabungin di editornya... saya rasa kurang lebihnya sperti itu...,1.0
tidak muncul menu video,0.0
sudah bang tetep tidak bisa pake mode dekstop.sampai saya report ke gemini.apa tidak suport.atau dr keyboard nya?,0.0
"waduh rada lupa saya gan, bisa cek aja langsung",1.0
bg cara bikin vidio nya lebih dari 8 detik gimana?,1.0
? gg lu bang,1.0
bang punyaku ko kena limit ya padahal udah berlangganan,1.0
buat lagiiiii,1.0
"thanks om, sangat bermanfaat",2.0
"ini org tidak bersyukur tinggal di nikmati ajja pakai banyak bacot,.. bikin sendiri kalau mau yang sempurna. tinggal di nikmati ajja dan tunggu perkembangan selanjutnya banyak bacot, sok paling sempurna. buktikan buatanmu sendiri, bikin yang lebih sempurna dari veo 3. jgn ngebacot. sok paling sempurna, assuu",1.0
youre so sigma bud,1.0
nah ini gua setuju belajar pakai ???? menambah wawasan ku,2.0
kok di aku audionya tidak ada sih bang,0.0
imajinasi gw belum terlalu op untuk buat prompt yang proper,0.0
negara komunis cina pasti langsung buat tiruan ????negara kw,1.0
